City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,new norfolk,-42.7826,147.0587,14.38,88,74,1.79,AU,1693267653
1,arauca,7.0847,-70.7591,24.81,87,43,3.28,CO,1693267665
2,mangai,-4.05,19.5333,22.32,85,100,0.53,CD,1693267676
3,salinopolis,-0.6136,-47.3561,26.72,80,0,5.23,BR,1693267671
4,thompson,55.7435,-97.8558,12.09,94,100,3.6,CA,1693267581
5,port-aux-francais,-49.35,70.2167,3.0,98,72,10.93,TF,1693267723
6,naze,28.3667,129.4833,26.56,81,15,5.24,JP,1693267725
7,hawaiian paradise park,19.5933,-154.9731,27.24,83,75,3.09,US,1693267727
8,charters towers,-20.1,146.2667,22.43,42,0,4.33,AU,1693267728
9,grytviken,-54.2811,-36.5092,-1.64,95,100,1.46,GS,1693267731
10,vorkuta,67.5,64.0,4.67,90,21,1.71,RU,1693267733
11,igarka,67.4667,86.5833,10.0,86,100,3.95,RU,1693267734
12,camana,-16.6228,-72.7111,18.23,81,6,2.33,PE,1693267736
13,jebrail,39.3992,47.0283,20.83,78,18,2.24,AZ,1693267737
14,hobyo,5.3505,48.5268,25.06,84,29,10.72,SO,1693267739
15,port elizabeth,-33.918,25.5701,15.48,65,1,2.99,ZA,1693267740
16,wailua homesteads,22.0669,-159.378,30.44,73,75,6.17,US,1693267742
17,torata,-17.0769,-70.8433,15.91,39,0,0.66,PE,1693267743
18,edinburgh of the seven seas,-37.0676,-12.3116,11.55,70,23,7.76,SH,1693267745
19,launceston,-41.45,147.1667,13.8,82,100,9.26,AU,1693267571
20,puerto natales,-51.7236,-72.4875,1.17,94,100,1.47,CL,1693267748
21,kuanda,56.3161,116.0806,17.84,57,6,0.27,RU,1693267750
22,enewetak,11.3474,162.3373,28.89,79,75,8.13,MH,1693267751
23,tiksi,71.6872,128.8694,6.9,89,100,1.58,RU,1693267753
24,invercargill,-46.4,168.35,10.01,96,96,6.26,NZ,1693267754
25,jamestown,42.097,-79.2353,20.77,88,20,4.63,US,1693267471
26,vanimo,-2.6741,141.3028,28.04,78,98,1.59,PG,1693267758
27,alaghsas,17.0187,8.0168,27.34,54,89,5.79,NE,1693267759
28,la passe,45.5549,-0.8967,17.77,80,1,4.56,FR,1693267761
29,papatowai,-46.5619,169.4708,10.85,79,94,4.61,NZ,1693267763
30,adamstown,-25.066,-130.1015,22.11,84,100,14.03,PN,1693267678
31,lebu,-37.6167,-73.65,9.01,77,48,3.35,CL,1693267766
32,lacy-lakeview,31.6293,-97.1028,35.82,40,40,3.6,US,1693267767
33,abilene,32.4487,-99.7331,34.32,26,0,5.14,US,1693267713
34,petropavlovsk-kamchatsky,53.0452,158.6483,18.21,59,40,1.0,RU,1693267770
35,waitangi,-43.9535,-176.5597,10.46,85,95,6.26,NZ,1693267772
36,santa vitoria do palmar,-33.5189,-53.3681,9.17,89,91,2.39,BR,1693267779
37,chonchi,-42.6128,-73.8092,7.29,92,26,1.32,CL,1693267784
38,ancud,-41.8697,-73.8203,7.36,78,13,2.54,CL,1693267786
39,talnakh,69.4865,88.3972,10.57,79,86,0.15,RU,1693267787
40,dudinka,69.4058,86.1778,10.14,83,99,2.11,RU,1693267790
41,atafu village,-8.5421,-172.5159,28.55,76,84,7.28,TK,1693267792
42,hithadhoo,-0.6,73.0833,27.92,74,77,3.06,MV,1693267793
43,howard springs,-12.497,131.047,27.12,65,35,4.96,AU,1693267794
44,anadyr,64.75,177.4833,10.28,81,75,5.0,RU,1693267785
45,yemetsk,63.4721,41.7941,4.56,95,4,1.67,RU,1693267797
46,saldanha,-33.0117,17.9442,18.63,33,0,6.06,ZA,1693267799
47,bethel,41.3712,-73.414,21.54,83,0,0.0,US,1693267801
48,vilyuchinsk,52.9306,158.4028,19.03,65,49,1.41,RU,1693267803
49,olinda,-8.0089,-34.8553,24.87,88,3,3.76,BR,1693267805
50,lakatoro,-16.0999,167.4164,25.03,81,96,3.43,VU,1693267808
51,lihue,21.9789,-159.3672,30.77,65,75,6.17,US,1693267810
52,lichtenburg,-26.152,26.1597,6.83,42,39,3.83,ZA,1693267811
53,road town,18.4167,-64.6167,30.05,82,60,5.46,VG,1693267813
54,ibiza,38.9088,1.433,26.0,65,0,4.12,ES,1693267699
55,mawu,29.5923,107.3139,21.84,87,100,1.1,CN,1693267819
56,margaret river,-33.95,115.0667,12.54,78,87,3.8,AU,1693267821
57,olonkinbyen,70.9221,-8.7187,4.74,86,100,5.16,SJ,1693267822
58,iskateley,67.6803,53.1512,7.48,85,93,0.91,RU,1693267826
59,ostersund,63.1792,14.6357,11.25,93,20,6.69,SE,1693267725
60,presidente epitacio,-21.7633,-52.1156,21.17,51,67,3.8,BR,1693267834
61,kapa'a,22.0752,-159.319,31.18,73,75,6.17,US,1693267836
62,aljezur,37.3191,-8.8033,17.63,84,64,6.09,PT,1693267837
63,blackmans bay,-43.0167,147.3167,14.74,69,74,3.06,AU,1693267839
64,college,64.8569,-147.8028,13.37,68,75,1.54,US,1693267841
65,el calafate,-50.3408,-72.2768,2.1,76,88,0.82,AR,1693267843
66,nabire,-3.3667,135.4833,28.43,71,99,1.67,ID,1693267845
67,port mathurin,-19.6833,63.4167,22.56,75,82,9.47,MU,1693267847
68,bhanpura,24.513,75.7469,23.83,85,6,7.35,IN,1693267848
69,katsuura,35.1333,140.3,28.18,78,4,5.36,JP,1693267850
70,hillsboro,45.5229,-122.9898,22.16,70,100,1.79,US,1693267851
71,avarua,-21.2078,-159.775,23.03,60,100,3.09,CK,1693267558
72,val-des-monts,45.6501,-75.666,19.82,70,3,1.12,CA,1693267854
73,walvis bay,-22.9575,14.5053,17.27,44,67,1.71,NA,1693267856
74,kodiak,57.79,-152.4072,11.73,100,100,2.57,US,1693267859
75,ushuaia,-54.8,-68.3,3.81,65,20,3.6,AR,1693267860
76,mount pearl,47.5166,-52.7813,16.75,88,3,3.13,CA,1693267862
77,juybar,36.6412,52.9124,23.89,59,1,3.13,IR,1693267863
78,pisco,-13.7,-76.2167,19.03,82,0,6.17,PE,1693267865
79,west island,-12.1568,96.8225,24.99,73,72,3.09,CC,1693267867
80,yellowknife,62.456,-114.3525,24.67,57,25,0.89,CA,1693267631
81,fale old settlement,-9.3852,-171.2468,28.39,76,83,7.07,TK,1693267870
82,qui nhon,13.7667,109.2333,29.49,66,100,5.03,VN,1693267871
83,ilulissat,69.2167,-51.1,7.01,87,75,5.14,GL,1693267873
84,wau,7.7029,27.9953,21.04,90,75,0.18,SS,1693267874
85,whitehorse,60.7161,-135.0538,27.83,42,33,0.45,CA,1693267876
86,hovd,48.0056,91.6419,21.89,23,100,3.23,MN,1693267878
87,champerico,14.3,-91.9167,29.05,73,79,1.75,GT,1693267879
88,qamdo,31.1667,97.2333,4.94,85,96,0.66,CN,1693267881
89,uturoa,-16.7333,-151.4333,25.87,81,24,6.1,PF,1693267882
90,luau,-10.7073,22.2247,21.17,38,4,4.6,AO,1693267884
91,albany,42.6001,-73.9662,20.37,94,87,0.53,US,1693267745
92,saint-philippe,-21.3585,55.7679,20.77,83,55,4.02,RE,1693267887
93,santa rosalia,27.3167,-112.2833,34.39,43,4,1.77,MX,1693267889
94,cudworth,53.5713,-1.416,14.4,84,93,2.63,GB,1693267890
95,pont rouge,48.8833,-72.0825,15.69,76,73,1.83,CA,1693267892
96,tolanaro,-25.0319,46.9987,17.52,70,88,2.58,MG,1693267893
97,yaiza,28.9633,-13.7631,21.87,83,20,9.26,ES,1693267895
98,aasiaat,68.7098,-52.8699,3.58,97,100,3.51,GL,1693267896
99,susuman,62.7833,148.1667,13.92,58,22,0.7,RU,1693267898
100,saipan,15.1355,145.701,27.39,89,75,2.06,MP,1693267900
101,gunjur,13.2019,-16.7339,26.89,86,95,4.46,GM,1693267901
102,palapye,-22.546,27.1251,11.48,66,92,4.32,BW,1693267903
103,lompoc,34.6391,-120.4579,33.34,69,0,8.94,US,1693267609
104,akot,21.0964,77.0586,23.08,82,81,1.97,IN,1693267906
105,sevastopol,44.6,33.5333,25.73,57,0,2.52,UA,1693267907
106,magadan,59.5667,150.8,18.63,59,14,2.52,RU,1693267909
107,winnemucca,40.973,-117.7357,36.03,8,0,1.54,US,1693267912
108,nuuk,64.1835,-51.7216,11.34,71,75,19.03,GL,1693267668
109,oyama,36.3,139.8,30.33,62,85,1.52,JP,1693267783
110,kailua-kona,19.6406,-155.9956,29.98,81,40,6.17,US,1693267675
111,keflavik,64.0049,-22.5624,10.95,93,40,4.63,IS,1693267917
112,le vauclin,14.5452,-60.8388,28.03,89,40,1.54,MQ,1693267919
113,udachny,66.4167,112.4,16.88,71,97,1.44,RU,1693267920
114,isafjordur,66.0755,-23.124,9.53,87,56,1.8,IS,1693267922
115,stanley,54.868,-1.6985,12.51,85,40,3.09,GB,1693267803
116,iqaluit,63.7506,-68.5145,5.85,70,75,3.6,CA,1693267925
117,taounate,34.5,-4.8333,26.68,32,4,0.29,MA,1693267723
118,fortuna,40.5982,-124.1573,22.18,65,0,5.66,US,1693267928
119,coro,11.4045,-69.6734,30.11,68,48,7.24,VE,1693267929
120,sisimiut,66.9395,-53.6735,5.53,96,100,6.17,GL,1693267931
121,hamilton,39.1834,-84.5333,24.87,59,0,4.63,US,1693267451
122,mazagao,-0.115,-51.2894,29.03,70,1,3.49,BR,1693267634
123,santo antonio,-6.3106,-35.4789,22.47,86,0,2.56,BR,1693267935
124,longyearbyen,78.2186,15.6401,7.91,76,75,3.09,SJ,1693267937
125,ola,59.5833,151.2833,18.97,58,14,3.08,RU,1693267939
126,labasa,-16.4167,179.3833,26.4,60,65,4.38,FJ,1693267940
127,maksi,23.2667,76.15,21.01,92,49,4.94,IN,1693267942
128,bel ombre,-4.6167,55.4167,25.91,83,75,5.66,SC,1693267943
129,carnarvon,-24.8667,113.6333,19.7,51,0,3.55,AU,1693267945
130,geraldton,-28.7667,114.6,10.23,100,0,3.6,AU,1693267946
131,san antonio de pale,-1.4014,5.6325,24.05,87,61,5.29,GQ,1693267948
132,bilibino,68.0546,166.4372,10.71,54,89,3.19,RU,1693267949
133,kirakira,-10.4544,161.9205,27.53,71,99,3.63,SB,1693267951
134,tsiombe,-25.3,45.4833,17.24,70,83,5.39,MG,1693267954
135,portland,45.5234,-122.6762,22.47,76,100,3.6,US,1693267923
136,hilo,19.7297,-155.09,29.04,77,75,3.58,US,1693267957
137,st. john's,47.5649,-52.7093,17.21,88,5,2.68,CA,1693267896
138,kurumkan,54.3,110.3,18.06,67,80,1.17,RU,1693267960
139,strezhevoy,60.7333,77.5889,14.39,98,99,3.9,RU,1693267853
140,kapuskasing,49.4169,-82.4331,15.05,94,100,2.57,CA,1693267963
141,afaahiti,-17.75,-149.2833,25.93,93,69,8.66,PF,1693267965
142,buenaventura,3.8801,-77.0312,25.47,92,85,0.65,CO,1693267966
143,remire-montjoly,4.9167,-52.2667,28.02,83,0,1.54,GF,1693267967
144,hirara,24.8,125.2833,28.87,78,65,6.02,JP,1693267969
145,kerikeri,-35.2268,173.9474,13.62,55,4,1.84,NZ,1693267970
146,pizarro,4.9533,-77.366,26.96,84,41,2.32,CO,1693267972
147,fort bragg,35.139,-79.006,28.85,78,40,1.54,US,1693267973
148,turkmenbasy,40.0222,52.9552,24.09,45,3,2.58,TM,1693267975
149,udomlya,57.8794,34.9925,12.36,74,97,3.48,RU,1693267976
150,hotan,37.0997,79.9269,18.93,48,96,3.6,CN,1693267978
151,callao,-12.0667,-77.15,22.07,68,100,7.2,PE,1693267875
152,isangel,-19.55,169.2667,22.67,79,99,7.19,VU,1693267981
153,bam,29.106,58.357,29.77,26,17,2.21,IR,1693267982
154,port alfred,-33.5906,26.891,13.99,90,12,6.03,ZA,1693267984
155,westport,41.1415,-73.3579,22.14,84,100,4.63,US,1693267839
156,bodaybo,57.8506,114.1933,17.58,77,8,0.35,RU,1693267987
157,ranau,5.9538,116.6641,24.82,71,99,0.7,MY,1693267989
158,san luis,-33.295,-66.3356,13.72,31,0,3.55,AR,1693267990
159,nanzhang chengguanzhen,31.7839,111.8275,22.35,71,5,1.39,CN,1693267992
160,akita,39.7167,140.1167,28.32,72,73,1.44,JP,1693267974
161,castillos,-34.1667,-53.8333,8.13,91,89,2.29,UY,1693267995
162,qashyr,53.0675,76.1036,12.66,75,47,3.89,KZ,1693267997
163,canutama,-6.5339,-64.3831,28.77,46,49,1.15,BR,1693267998
164,manadhoo,5.7667,73.3833,27.9,75,100,7.54,MV,1693268000
165,ust-nera,64.5667,143.2,17.94,61,59,1.26,RU,1693268003
166,newman,37.3138,-121.0208,36.7,9,0,3.62,US,1693268005
167,petawawa,45.9001,-77.3328,20.44,76,20,1.03,CA,1693268007
168,san julian,21.0167,-102.1667,23.5,54,59,1.42,MX,1693268008
169,rosario do sul,-30.2583,-54.9142,7.36,69,2,3.74,BR,1693268010
170,yuzhno-kurilsk,44.0306,145.8556,16.53,86,96,6.88,RU,1693268013
171,constantia,44.1833,28.65,23.38,56,0,2.52,RO,1693267905
172,songyuan,45.1171,124.8568,16.14,94,100,5.68,CN,1693268017
173,langepas,61.2544,75.2124,12.37,97,100,5.23,RU,1693268018
174,circleville,39.6006,-82.946,23.23,70,0,1.54,US,1693267905
175,kristiansund,63.1115,7.732,11.36,87,40,1.54,NO,1693268022
176,crane,31.3974,-102.3501,29.72,46,51,5.31,US,1693268023
177,puerto ayora,-0.7393,-90.3518,24.75,88,68,1.34,EC,1693268025
178,port moresby,-9.4431,147.1797,28.68,61,20,7.72,PG,1693268026
179,murzuq,25.9155,13.9184,34.47,20,74,4.37,LY,1693268028
180,chunskiy,56.0815,99.6342,18.25,76,27,1.57,RU,1693268030
181,shingu,33.7333,135.9833,28.07,74,14,1.47,JP,1693268032
182,sao vicente,-23.9631,-46.3919,18.48,26,97,0.45,BR,1693268033
183,luderitz,-26.6481,15.1594,23.16,29,0,2.83,NA,1693268035
184,al jawf,29.5,38.75,24.2,36,0,3.15,SA,1693268036
185,guerrero negro,27.9769,-114.0611,24.65,66,8,7.29,MX,1693268038
186,palikir - national government center,6.9248,158.1611,28.47,84,100,5.14,FM,1693267970
187,toliara,-23.35,43.6667,18.68,63,0,8.78,MG,1693268040
188,pangai,-19.8,-174.35,25.06,57,40,6.69,TO,1693268042
189,al ghayzah,16.2079,52.176,26.41,89,66,3.37,YE,1693268044
190,san pedro pochutla,15.7333,-96.4667,28.17,81,94,1.27,MX,1693268045
191,codrington,-38.2667,141.9667,14.93,73,100,5.38,AU,1693268047
192,alapayevsk,57.8516,61.6963,6.5,97,61,2.43,RU,1693268048
193,happy valley-goose bay,53.3168,-60.3315,19.17,59,20,3.09,CA,1693268050
194,ribeira grande,38.5167,-28.7,23.76,93,66,5.81,PT,1693268051
195,shenjiamen,29.9576,122.298,24.97,88,100,5.75,CN,1693268053
196,konarka,19.9,86.1167,27.22,70,50,3.36,IN,1693268054
197,la ronge,55.1001,-105.2842,25.14,50,100,4.12,CA,1693268056
198,pereiro de aguiar,42.3452,-7.8001,16.25,94,32,1.36,ES,1693268057
199,la'ie,21.6477,-157.9253,31.98,65,6,4.02,US,1693268059
200,lospalos,-8.5186,127.0025,22.63,79,34,4.36,TL,1693268060
201,vila velha,-20.3297,-40.2925,19.97,99,100,1.03,BR,1693268062
202,kale,50.9581,1.8521,13.33,76,38,2.37,FR,1693268063
203,samus',56.7475,84.6992,17.78,97,100,2.27,RU,1693268065
204,east london,-33.0153,27.9116,16.17,75,59,5.8,ZA,1693268066
205,sao gabriel da cachoeira,-0.1303,-67.0892,26.33,73,58,0.74,BR,1693268068
206,mayahi,13.9553,7.6712,29.78,47,3,3.65,NE,1693268069
207,ribeira brava,32.65,-17.0667,24.45,74,8,2.88,PT,1693268071
208,puerto aysen,-45.4,-72.7,4.36,99,99,2.09,CL,1693268073
209,punta arenas,-53.15,-70.9167,4.0,81,68,3.02,CL,1693268074
210,coquimbo,-29.9533,-71.3436,14.85,77,0,2.06,CL,1693268076
211,bardai,11.65,7.2333,22.98,81,15,2.4,NG,1693268077
212,kyzyl-suu,42.3414,78.0056,8.76,61,50,3.49,KG,1693268079
213,kepno,51.2784,17.9891,15.58,88,100,4.85,PL,1693268080
214,scottsboro,34.6723,-86.0341,25.29,100,63,1.64,US,1693267806
215,manokwari,-0.8667,134.0833,28.03,73,74,0.58,ID,1693268083
216,broken hill,-31.95,141.4333,20.23,32,8,4.21,AU,1693268085
217,belmonte,-15.8631,-38.8828,23.14,92,99,3.53,BR,1693268055
218,ozery,54.86,38.5506,9.26,68,99,2.94,RU,1693268088
219,jumla,29.2747,82.1838,12.41,87,7,1.49,NP,1693268089
220,zavitinsk,50.1167,129.45,17.04,80,100,2.28,RU,1693268091
221,moires,35.0532,24.8744,25.68,46,0,1.63,GR,1693268092
222,say,13.1007,2.3689,28.31,61,94,3.14,NE,1693268094
223,selkirk,50.1436,-96.8845,24.04,66,52,3.33,CA,1693268095
224,ta`u,-14.2336,-169.5144,26.33,78,99,9.03,AS,1693268097
225,fuglafjordur,62.244,-6.814,11.26,96,98,2.11,FO,1693268098
226,darab,28.7519,54.5444,27.93,26,0,1.76,IR,1693268100
227,berezovyy,51.6667,135.7,21.23,48,48,0.63,RU,1693267943
228,mandalgovi,45.7625,106.2708,16.04,51,0,1.26,MN,1693268109
229,roma,43.2128,-75.4557,20.46,95,100,3.09,US,1693267982
230,ceylanpinar,36.8472,40.05,24.72,61,0,5.44,TR,1693268117
231,minas de marcona,-15.2119,-75.1103,14.7,75,3,4.25,PE,1693268119
232,stronie slaskie,50.2955,16.874,15.14,95,100,1.99,PL,1693268121
233,alofi,-19.0595,-169.9187,25.94,47,75,6.17,NU,1693268122
234,tual,-5.6667,132.75,24.67,85,99,9.74,ID,1693268124
235,tapes,-30.6733,-51.3958,10.43,81,1,3.63,BR,1693268126
236,mbabane,-26.3167,31.1333,6.51,88,0,0.69,SZ,1693268127
237,qarqaraly,49.4058,75.4742,8.54,76,5,3.19,KZ,1693268129
238,rio grande,-32.035,-52.0986,10.53,85,19,3.22,BR,1693268130
239,greeley,40.4233,-104.7091,25.19,55,30,2.69,US,1693268133
240,bredasdorp,-34.5322,20.0403,12.88,62,0,2.43,ZA,1693268134
241,puerto lleras,3.0223,-73.4044,25.35,83,11,0.97,CO,1693268136
242,kingston,17.997,-76.7936,30.53,76,20,7.2,JM,1693267586
243,paea,-17.6833,-149.5833,26.84,78,75,6.17,PF,1693268139
244,san patricio,28.017,-97.5169,37.05,37,37,0.78,US,1693268141
245,mandal,25.45,74.5667,21.96,83,3,3.45,IN,1693268142
246,tegueste,28.5167,-16.3167,22.82,86,75,8.75,ES,1693268144
247,karkira,36.9292,6.5856,21.19,71,0,3.9,DZ,1693268147
248,itoman,26.1247,127.6694,31.21,74,20,6.69,JP,1693268027
249,harsud,22.1,76.7333,21.95,91,56,2.34,IN,1693268050
250,urumqi,43.801,87.6005,18.53,60,0,2.0,CN,1693268151
251,wotho,10.1657,166.0102,28.64,77,54,6.48,MH,1693268153
252,kalifornsky,60.4183,-151.29,12.41,98,100,4.63,US,1693268154
253,port macquarie,-31.4333,152.9167,21.05,68,5,1.07,AU,1693268156
254,lekeitio,43.3666,-2.5007,19.66,82,82,4.84,ES,1693268157
255,merizo village,13.2658,144.6691,29.43,84,97,3.66,GU,1693268159
256,harper,4.375,-7.7169,24.7,85,97,3.06,LR,1693268160
257,laibin,23.7,109.2667,22.58,81,100,4.3,CN,1693268162
258,manismata,-2.4667,111.0333,24.59,81,49,2.08,ID,1693268164
259,pereslavl'-zalesskiy,56.7393,38.8563,6.84,79,98,2.71,RU,1693268165
260,north bend,43.4065,-124.2243,23.47,68,0,6.17,US,1693268172
261,caluula,11.9661,50.7569,31.54,56,32,0.46,SO,1693268173
262,vorgashor,67.5833,63.95,4.54,90,29,1.57,RU,1693268175
263,brisas de zicatela,15.8369,-97.0419,29.29,58,100,0.0,MX,1693268176
264,chegdomyn,51.1167,133.0167,18.2,58,42,1.18,RU,1693268178
265,garachico,28.7781,-17.7646,22.06,64,40,7.72,ES,1693268179
266,pelabuhanratu,-6.9875,106.5514,23.8,80,11,1.9,ID,1693268181
267,kandri,21.4167,79.2667,24.76,86,57,2.25,IN,1693268182
268,talcahuano,-36.7167,-73.1167,10.82,82,40,4.12,CL,1693268185
269,chojnice,53.6955,17.557,14.41,86,100,1.48,PL,1693268187
270,hasaki,35.7333,140.8333,32.38,79,22,5.6,JP,1693268188
271,khuzdar,27.7384,66.6434,25.57,47,3,2.48,PK,1693268190
272,kavieng,-2.5744,150.7967,28.67,76,54,4.72,PG,1693268193
273,ingeniero guillermo n. juarez,-23.9,-61.85,18.37,29,100,2.38,AR,1693268195
274,penzance,50.1186,-5.5371,14.38,84,98,3.75,GB,1693268197
